id,title,authors,link,tags,originally_announced_at
4829,Memory-free Online Change-point Detection: A Novel Neural Network Approach,"['Zahra Atashgahi', 'Decebal Constantin Mocanu', 'Raymond Veldhuis', 'Mykola Pechenizkiy']",https://arxiv.org/abs/2207.03932,"['cs.LG', 'cs.AI']","Submitted 6 December, 2023; v1 submitted 8 July, 2022;
      originally announced July 2022."
4830,Dual-Path Cross-Modal Attention for better Audio-Visual Speech Extraction,"['Zhongweiyang Xu', 'Xulin Fan', 'Mark Hasegawa-Johnson']",https://arxiv.org/abs/2207.04213,"['cs.MM', 'cs.CV', 'cs.LG', 'cs.SD', 'eess.AS']","Submitted 3 March, 2023; v1 submitted 9 July, 2022;
      originally announced July 2022."
4831,MedFuse: Multi-modal fusion with clinical time-series data and chest X-ray images,"['Nasir Hayat', 'Krzysztof J. Geras', 'Farah E. Shamout']",https://arxiv.org/abs/2207.07027,"['eess.IV', 'cs.CV', 'cs.LG']","Submitted 2 March, 2023; v1 submitted 14 July, 2022;
      originally announced July 2022."
4832,A Novel Decentralized Inverter Control Algorithm for Loss Minimization and LVRT Improvement,"['Ilgiz Murzakhanov', 'Gururaj Mirle Vishwanath', 'Vemalaiah Kasi', 'Garima Prashal', 'Spyros Chatzivasileiadis', 'Narayana Prasad Padhy']",https://arxiv.org/abs/2207.11700,['eess.SY'],"Submitted 5 March, 2023; v1 submitted 24 July, 2022;
      originally announced July 2022."
4833,A Cognitive Study on Semantic Similarity Analysis of Large Corpora: A Transformer-based Approach,"['Praneeth Nemani', 'Satyanarayana Vollala']",https://arxiv.org/abs/2207.11716,"['cs.CL', 'cs.AI', 'cs.NE']","Submitted 25 June, 2023; v1 submitted 24 July, 2022;
      originally announced July 2022."
4834,A Data Driven Method for Multi-step Prediction of Ship Roll Motion in High Sea States,"['Dan Zhang', 'Xi Zhou', 'Zi-Hao Wang', 'Yan Peng', 'Shao-Rong Xie']",https://arxiv.org/abs/2207.12673,"['cs.LG', 'physics.flu-dyn']","Submitted 7 February, 2023; v1 submitted 26 July, 2022;
      originally announced July 2022."
4835,Infant movement classification through pressure distribution analysis,"['Tomas Kulvicius', 'Dajie Zhang', 'Karin Nielsen-Saines', 'Sven Bölte', 'Marc Kraft', 'Christa Einspieler', 'Luise Poustka', 'Florentin Wörgötter', 'Peter B Marschik']",https://arxiv.org/abs/2208.00884,"['eess.SP', 'cs.AI', 'cs.LG']","Submitted 1 July, 2023; v1 submitted 26 July, 2022;
      originally announced August 2022."
4836,InitialGAN: A Language GAN with Completely Random Initialization,"['Da Ren', 'Qing Li']",https://arxiv.org/abs/2208.02531,['cs.CL'],"Submitted 18 July, 2023; v1 submitted 4 August, 2022;
      originally announced August 2022."
4837,SFF-DA: Sptialtemporal Feature Fusion for Detecting Anxiety Nonintrusively,"['Haimiao Mo', 'Yuchen Li', 'Shanlin Yang', 'Wei Zhang', 'Shuai Ding']",https://arxiv.org/abs/2208.06411,"['cs.CV', 'eess.IV']","Submitted 8 March, 2023; v1 submitted 11 August, 2022;
      originally announced August 2022."
4838,2BiVQA: Double Bi-LSTM based Video Quality Assessment of UGC Videos,"['Ahmed Telili', 'Sid Ahmed Fezza', 'Wassim Hamidouche', 'Hanene F. Z. Brachemi Meftah']",https://arxiv.org/abs/2208.14774,['eess.IV'],"Submitted 27 October, 2023; v1 submitted 31 August, 2022;
      originally announced August 2022."
4839,Vision-Language Adaptive Mutual Decoder for OOV-STR,"['Jinshui Hu', 'Chenyu Liu', 'Qiandong Yan', 'Xuyang Zhu', 'Jiajia Wu', 'Jun Du', 'Lirong Dai']",https://arxiv.org/abs/2209.00859,['cs.CV'],"Submitted 29 October, 2023; v1 submitted 2 September, 2022;
      originally announced September 2022."
4840,GoonDAE: Denoising-Based Driver Assistance for Off-Road Teleoperation,"['Younggeol Cho', 'Hyeonggeun Yun', 'Jinwon Lee', 'Arim Ha', 'Jihyeok Yun']",https://arxiv.org/abs/2209.03568,['cs.RO'],"Submitted 28 February, 2023; v1 submitted 8 September, 2022;
      originally announced September 2022."
4841,Joint User and Data Detection in Grant-Free NOMA with Attention-based BiLSTM Network,"['Saud Khan', 'Salman Durrani', 'Muhammad Basit Shahab', 'Sarah J. Johnson', 'Seyit Camtepe']",https://arxiv.org/abs/2209.06392,"['eess.SP', 'cs.LG', 'cs.NI']","Submitted 12 July, 2023; v1 submitted 13 September, 2022;
      originally announced September 2022."
4842,Automated Fidelity Assessment for Strategy Training in Inpatient Rehabilitation using Natural Language Processing,"['Hunter Osterhoudt', 'Courtney E. Schneider', 'Haneef A Mohammad', 'Minmei Shih', 'Alexandra E. Harper', 'Leming Zhou', 'Elizabeth R Skidmore', 'Yanshan Wang']",https://arxiv.org/abs/2209.06727,['cs.CL'],"Submitted 24 January, 2023; v1 submitted 14 September, 2022;
      originally announced September 2022."
4843,Sequence Learning Using Equilibrium Propagation,"['Malyaban Bal', 'Abhronil Sengupta']",https://arxiv.org/abs/2209.09626,"['cs.NE', 'cs.AI', 'cs.LG']","Submitted 21 August, 2023; v1 submitted 14 September, 2022;
      originally announced September 2022."
4844,Predicting Mutual Funds' Performance using Deep Learning and Ensemble Techniques,"['Nghia Chu', 'Binh Dao', 'Nga Pham', 'Huy Nguyen', 'Hien Tran']",https://arxiv.org/abs/2209.09649,"['q-fin.ST', 'cs.LG']","Submitted 31 July, 2023; v1 submitted 18 September, 2022;
      originally announced September 2022."
4845,Deep Learning for Multi-User Proactive Beam Handoff: A 6G Application,"['Faris B. Mismar', 'Alperen Gundogan', 'Aliye Ozge Kaya', 'Oleg Chistyakov']",https://arxiv.org/abs/2209.11312,['cs.NI'],"Submitted 22 May, 2023; v1 submitted 22 September, 2022;
      originally announced September 2022."
4846,Event-based Temporally Dense Optical Flow Estimation with Sequential Learning,"['Wachirawit Ponghiran', 'Chamika Mihiranga Liyanagedera', 'Kaushik Roy']",https://arxiv.org/abs/2210.01244,"['cs.CV', 'eess.IV']","Submitted 11 October, 2023; v1 submitted 3 October, 2022;
      originally announced October 2022."
4847,A systematic review of the use of Deep Learning in Satellite Imagery for Agriculture,"['Brandon Victor', 'Zhen He', 'Aiden Nibali']",https://arxiv.org/abs/2210.01272,"['cs.CV', 'cs.LG', 'eess.IV']","Submitted 14 December, 2023; v1 submitted 3 October, 2022;
      originally announced October 2022."
4848,Vision Transformer Based Model for Describing a Set of Images as a Story,"['Zainy M. Malakan', 'Ghulam Mubashar Hassan', 'Ajmal Mian']",https://arxiv.org/abs/2210.02762,"['cs.CV', 'cs.AI', 'cs.CL']","Submitted 14 July, 2023; v1 submitted 6 October, 2022;
      originally announced October 2022."
4849,Like a bilingual baby: The advantage of visually grounding a bilingual language model,"['Khai-Nguyen Nguyen', 'Zixin Tang', 'Ankur Mali', 'Alex Kelly']",https://arxiv.org/abs/2210.05487,['cs.CL'],"Submitted 13 February, 2023; v1 submitted 11 October, 2022;
      originally announced October 2022."
4850,Equi-Tuning: Group Equivariant Fine-Tuning of Pretrained Models,"['Sourya Basu', 'Prasanna Sattigeri', 'Karthikeyan Natesan Ramamurthy', 'Vijil Chenthamarakshan', 'Kush R. Varshney', 'Lav R. Varshney', 'Payel Das']",https://arxiv.org/abs/2210.06475,"['cs.LG', 'cs.CL']","Submitted 4 February, 2023; v1 submitted 13 October, 2022;
      originally announced October 2022."
4851,Overlooked Video Classification in Weakly Supervised Video Anomaly Detection,"['Weijun Tan', 'Qi Yao', 'Jingfeng Liu']",https://arxiv.org/abs/2210.06688,['cs.CV'],"Submitted 19 April, 2023; v1 submitted 12 October, 2022;
      originally announced October 2022."
4852,Mini-Batch Learning Strategies for modeling long term temporal dependencies: A study in environmental applications,"['Shaoming Xu', 'Ankush Khandelwal', 'Xiang Li', 'Xiaowei Jia', 'Licheng Liu', 'Jared Willard', 'Rahul Ghosh', 'Kelly Cutler', 'Michael Steinbach', 'Christopher Duffy', 'John Nieber', 'Vipin Kumar']",https://arxiv.org/abs/2210.08347,"['cs.LG', 'cs.AI']","Submitted 1 February, 2023; v1 submitted 15 October, 2022;
      originally announced October 2022."
4853,Exposing Influence Campaigns in the Age of LLMs: A Behavioral-Based AI Approach to Detecting State-Sponsored Trolls,"['Fatima Ezzeddine', 'Luca Luceri', 'Omran Ayoub', 'Ihab Sbeity', 'Gianluca Nogara', 'Emilio Ferrara', 'Silvia Giordano']",https://arxiv.org/abs/2210.08786,"['cs.SI', 'cs.LG']","Submitted 11 October, 2023; v1 submitted 17 October, 2022;
      originally announced October 2022."
4854,Safe Planning in Dynamic Environments using Conformal Prediction,"['Lars Lindemann', 'Matthew Cleaveland', 'Gihyun Shim', 'George J. Pappas']",https://arxiv.org/abs/2210.10254,"['cs.RO', 'eess.SY']","Submitted 8 June, 2023; v1 submitted 18 October, 2022;
      originally announced October 2022."
4855,Baby Physical Safety Monitoring in Smart Home Using Action Recognition System,"['Victor Adewopo', 'Nelly Elsayed', 'Kelly Anderson']",https://arxiv.org/abs/2210.12527,"['cs.CV', 'cs.AI', 'cs.LG']","Submitted 29 April, 2023; v1 submitted 22 October, 2022;
      originally announced October 2022."
4856,Data Augmentation for Automated Essay Scoring using Transformer Models,['Kshitij Gupta'],https://arxiv.org/abs/2210.12809,"['cs.CL', 'cs.AI']","Submitted 6 February, 2023; v1 submitted 23 October, 2022;
      originally announced October 2022."
4857,Heat Demand Forecasting with Multi-Resolutional Representation of Heterogeneous Temporal Ensemble,"['Adithya Ramachandran', 'Satyaki Chatterjee', 'Siming Bayer', 'Andreas Maier', 'Thorkil Flensmark']",https://arxiv.org/abs/2210.13108,"['cs.LG', 'cs.CV']","Submitted 17 July, 2023; v1 submitted 24 October, 2022;
      originally announced October 2022."
4858,Characterizing Verbatim Short-Term Memory in Neural Language Models,"['Kristijan Armeni', 'Christopher Honey', 'Tal Linzen']",https://arxiv.org/abs/2210.13569,['cs.CL'],"Submitted 1 May, 2023; v1 submitted 24 October, 2022;
      originally announced October 2022."
4859,Forecasting Local Behavior of Self-organizing Many-agent System without Reconstruction,"['Beomseok Kang', 'Minah Lee', 'Harshit Kumar', 'Saibal Mukhopadhyay']",https://arxiv.org/abs/2210.17289,"['cs.LG', 'cs.AI']","Submitted 31 May, 2023; v1 submitted 28 October, 2022;
      originally announced October 2022."
4860,Inflexible Multi-Asset Hedging of incomplete market,"['Ruochen Xiao', 'Qiaochu Feng', 'Ruxin Deng']",https://arxiv.org/abs/2211.00948,"['q-fin.ST', 'cs.CE', 'cs.LG']","Submitted 11 May, 2023; v1 submitted 2 November, 2022;
      originally announced November 2022."
4861,Predictive Crypto-Asset Automated Market Making Architecture for Decentralized Finance using Deep Reinforcement Learning,['Tristan Lim'],https://arxiv.org/abs/2211.01346,"['q-fin.TR', 'cs.AI', 'cs.LG', 'q-fin.CP']","Submitted 26 January, 2023; v1 submitted 27 September, 2022;
      originally announced November 2022."
4862,Conformal Prediction for STL Runtime Verification,"['Lars Lindemann', 'Xin Qin', 'Jyotirmoy V. Deshmukh', 'George J. Pappas']",https://arxiv.org/abs/2211.01539,"['eess.SY', 'cs.LO', 'cs.RO']","Submitted 10 March, 2023; v1 submitted 2 November, 2022;
      originally announced November 2022."
4863,Modelling of a DC-DC Buck Converter Using Long-Short-Term-Memory (LSTM),"[""Muhy Eddin Za'ter""]",https://arxiv.org/abs/2211.03040,['eess.SY'],"Submitted 31 May, 2023; v1 submitted 6 November, 2022;
      originally announced November 2022."
4864,Predicting User-specific Future Activities using LSTM-based Multi-label Classification,"['Mohammad Sabik Irbaz', 'Fardin Ahsan Sakib', 'Lutfun Nahar Lota']",https://arxiv.org/abs/2211.03100,"['cs.LG', 'cs.AI', 'cs.HC']","Submitted 17 October, 2023; v1 submitted 6 November, 2022;
      originally announced November 2022."
4865,MP-SeizNet: A Multi-Path CNN Bi-LSTM Network for Seizure-Type Classification Using EEG,"['Hezam Albaqami', 'Ghulam Mubashar Hassan', 'Amitava Datta']",https://arxiv.org/abs/2211.04628,"['eess.SP', 'cs.LG']","Submitted 1 March, 2023; v1 submitted 8 November, 2022;
      originally announced November 2022."
4866,Trackerless freehand ultrasound with sequence modelling and auxiliary transformation over past and future frames,"['Qi Li', 'Ziyi Shen', 'Qian Li', 'Dean C Barratt', 'Thomas Dowrick', 'Matthew J Clarkson', 'Tom Vercauteren', 'Yipeng Hu']",https://arxiv.org/abs/2211.04867,"['eess.IV', 'cs.CV']","Submitted 4 February, 2023; v1 submitted 9 November, 2022;
      originally announced November 2022."
4867,Efficient Domain Coverage for Vehicles with Second-Order Dynamics via Multi-Agent Reinforcement Learning,"['Xinyu Zhao', 'Razvan C. Fetecau', 'Mo Chen']",https://arxiv.org/abs/2211.05952,"['cs.RO', 'cs.LG', 'cs.MA']","Submitted 16 October, 2023; v1 submitted 10 November, 2022;
      originally announced November 2022."
4868,Are we certain it's anomalous?,"['Alessandro Flaborea', 'Bardh Prenkaj', 'Bharti Munjal', 'Marco Aurelio Sterpa', 'Dario Aragona', 'Luca Podo', 'Fabio Galasso']",https://arxiv.org/abs/2211.09224,"['cs.LG', 'cs.CV']","Submitted 12 April, 2023; v1 submitted 16 November, 2022;
      originally announced November 2022."
4869,Simplicity Bias in Transformers and their Ability to Learn Sparse Boolean Functions,"['Satwik Bhattamishra', 'Arkil Patel', 'Varun Kanade', 'Phil Blunsom']",https://arxiv.org/abs/2211.12316,"['cs.LG', 'cs.CL']","Submitted 10 July, 2023; v1 submitted 22 November, 2022;
      originally announced November 2022."
4870,Multi-Step Short-Term Wind Speed Prediction with Rank Pooling and Fast Fourier Transformation,['Hailong Shu'],https://arxiv.org/abs/2211.14434,"['cs.LG', 'physics.ao-ph']","Submitted 5 May, 2023; v1 submitted 23 November, 2022;
      originally announced November 2022."
4871,Deep learning optimal quantum annealing schedules for random Ising models,"['Pratibha Raghupati Hegde', 'Gianluca Passarelli', 'Giovanni Cantele', 'Procolo Lucignano']",https://arxiv.org/abs/2211.15209,['quant-ph'],"Submitted 26 June, 2023; v1 submitted 28 November, 2022;
      originally announced November 2022."
4872,AI Knows Which Words Will Appear in Next Year's Korean CSAT,"['Byunghyun Ban', 'Jejong Lee', 'Hyeonmok Hwang']",https://arxiv.org/abs/2211.15426,['cs.CL'],"Submitted 2 August, 2023; v1 submitted 24 November, 2022;
      originally announced November 2022."
4873,CRU: A Novel Neural Architecture for Improving the Predictive Performance of Time-Series Data,"['Sunghyun Sim', 'Dohee Kim', 'Hyerim Bae']",https://arxiv.org/abs/2211.16653,"['cs.LG', 'cs.AI', 'eess.SP']","Submitted 6 February, 2023; v1 submitted 29 November, 2022;
      originally announced November 2022."
4874,An Interpretable Hybrid Predictive Model of COVID-19 Cases using Autoregressive Model and LSTM,"['Yangyi Zhang', 'Sui Tang', 'Guo Yu']",https://arxiv.org/abs/2211.17014,"['cs.LG', 'cs.CY', 'stat.AP']","Submitted 29 April, 2023; v1 submitted 14 November, 2022;
      originally announced November 2022."
4875,Surrogate Gradient Spiking Neural Networks as Encoders for Large Vocabulary Continuous Speech Recognition,"['Alexandre Bittar', 'Philip N. Garner']",https://arxiv.org/abs/2212.01187,"['cs.CL', 'cs.LG', 'cs.NE', 'cs.SD', 'eess.AS']","Submitted 16 February, 2023; v1 submitted 1 December, 2022;
      originally announced December 2022."
4876,A Novel Deep Reinforcement Learning Based Automated Stock Trading System Using Cascaded LSTM Networks,"['Jie Zou', 'Jiashu Lou', 'Baohua Wang', 'Sixue Liu']",https://arxiv.org/abs/2212.02721,"['q-fin.CP', 'cs.AI', 'q-fin.PM']","Submitted 26 July, 2023; v1 submitted 5 December, 2022;
      originally announced December 2022."
4877,Bi-LSTM Price Prediction based on Attention Mechanism,"['Jiashu Lou', 'Leyi Cui', 'Ye Li']",https://arxiv.org/abs/2212.03443,"['q-fin.CP', 'cs.LG', 'q-fin.PM']","Submitted 18 June, 2023; v1 submitted 6 December, 2022;
      originally announced December 2022."
4878,"Phases, Modalities, Temporal and Spatial Locality: Domain Specific ML Prefetcher for Accelerating Graph Analytics","['Pengmiao Zhang', 'Rajgopal Kannan', 'Viktor K. Prasanna']",https://arxiv.org/abs/2212.05250,"['cs.LG', 'cs.AR']","Submitted 24 September, 2023; v1 submitted 10 December, 2022;
      originally announced December 2022."
4879,Decomposing a Recurrent Neural Network into Modules for Enabling Reusability and Replacement,"['Sayem Mohammad Imtiaz', 'Fraol Batole', 'Astha Singh', 'Rangeet Pan', 'Breno Dantas Cruz', 'Hridesh Rajan']",https://arxiv.org/abs/2212.05970,"['cs.SE', 'cs.CL', 'cs.LG']","Submitted 9 February, 2023; v1 submitted 8 December, 2022;
      originally announced December 2022."
4880,"Deep learning applied to computational mechanics: A comprehensive review, state of the art, and the classics","['Loc Vu-Quoc', 'Alexander Humer']",https://arxiv.org/abs/2212.08989,['cs.LG'],"Submitted 19 June, 2023; v1 submitted 17 December, 2022;
      originally announced December 2022."
4881,Predictive Coding Based Multiscale Network with Encoder-Decoder LSTM for Video Prediction,"['Chaofan Ling', 'Junpei Zhong', 'Weihua Li']",https://arxiv.org/abs/2212.11642,"['cs.CV', 'cs.AI']","Submitted 8 October, 2023; v1 submitted 22 December, 2022;
      originally announced December 2022."
4882,TypeFormer: Transformers for Mobile Keystroke Biometrics,"['Giuseppe Stragapede', 'Paula Delgado-Santos', 'Ruben Tolosana', 'Ruben Vera-Rodriguez', 'Richard Guest', 'Aythami Morales']",https://arxiv.org/abs/2212.13075,"['cs.CV', 'cs.HC']","Submitted 31 May, 2023; v1 submitted 26 December, 2022;
      originally announced December 2022."
4883,Transformer in Transformer as Backbone for Deep Reinforcement Learning,"['Hangyu Mao', 'Rui Zhao', 'Hao Chen', 'Jianye Hao', 'Yiqun Chen', 'Dong Li', 'Junge Zhang', 'Zhen Xiao']",https://arxiv.org/abs/2212.14538,"['cs.LG', 'cs.AI', 'cs.RO']","Submitted 3 January, 2023; v1 submitted 29 December, 2022;
      originally announced December 2022."
4884,Asteria-Pro: Enhancing Deep-Learning Based Binary Code Similarity Detection by Incorporating Domain Knowledge,"['Shouguo Yang', 'Chaopeng Dong', 'Yang Xiao', 'Yiran Cheng', 'Zhiqiang Shi', 'Zhi Li', 'Limin Sun']",https://arxiv.org/abs/2301.00511,"['cs.SE', 'cs.CR']","Submitted 21 May, 2023; v1 submitted 1 January, 2023;
      originally announced January 2023."
4885,Modeling the Central Supermassive Black Holes Mass of Quasars via LSTM Approach,"['Seyed Sajad Tabasi', 'Reyhaneh Vojoudi Salmani', 'Pouriya Khaliliyan', 'Javad T. Firouzjaee']",https://arxiv.org/abs/2301.01459,"['astro-ph.GA', 'cs.AI']","Submitted 4 January, 2023; 
      originally announced January 2023."
4886,Zen: LSTM-based generation of individual spatiotemporal cellular traffic with interactions,"['Anne Josiane Kouam', 'Aline Carneiro Viana', 'Alain Tchana']",https://arxiv.org/abs/2301.02059,"['cs.NI', 'cs.LG']","Submitted 5 January, 2023; 
      originally announced January 2023."
4887,Automatic Sound Event Detection and Classification of Great Ape Calls Using Neural Networks,"['Zifan Jiang', 'Adrian Soldati', 'Isaac Schamberg', 'Adriano R. Lameira', 'Steven Moran']",https://arxiv.org/abs/2301.02214,"['eess.AS', 'cs.SD']","Submitted 12 September, 2023; v1 submitted 5 January, 2023;
      originally announced January 2023."
4888,Neural Network Adaptive Control with Long Short-Term Memory,"['Emirhan Inanc', 'Yigit Gurses', 'Abdullah Habboush', 'Yildiray Yildiz', 'Anuradha M. Annaswamy']",https://arxiv.org/abs/2301.02316,['eess.SY'],"Submitted 5 January, 2023; 
      originally announced January 2023."
4889,An Image captioning algorithm based on the Hybrid Deep Learning Technique (CNN+GRU),"['Rana Adnan Ahmad', 'Muhammad Azhar', 'Hina Sattar']",https://arxiv.org/abs/2301.02440,"['cs.CV', 'cs.AI']","Submitted 6 January, 2023; 
      originally announced January 2023."
4890,Attention-LSTM for Multivariate Traffic State Prediction on Rural Roads,"['Elahe Sherafat', 'Bilal Farooq', 'Amir Hossein Karbasi', 'Seyedehsan Seyedabrishami']",https://arxiv.org/abs/2301.02731,['cs.LG'],"Submitted 6 January, 2023; 
      originally announced January 2023."
4891,RLAS-BIABC: A Reinforcement Learning-Based Answer Selection Using the BERT Model Boosted by an Improved ABC Algorithm,"['Hamid Gharagozlou', 'Javad Mohammadzadeh', 'Azam Bastanfard', 'Saeed Shiry Ghidary']",https://arxiv.org/abs/2301.02807,"['cs.CL', 'cs.AI', 'cs.IR']","Submitted 7 January, 2023; 
      originally announced January 2023."
4892,Machine Learning Algorithms for Depression Detection and Their Comparison,"['Danish Muzafar', 'Furqan Yaqub Khan', 'Mubashir Qayoom']",https://arxiv.org/abs/2301.03222,"['cs.CL', 'cs.AI', 'cs.IR']","Submitted 9 January, 2023; 
      originally announced January 2023."
4893,Machine Learning Applied to Peruvian Vegetables Imports,"['Hugo Ticona-Salluca', 'Fred Torres-Cruz', 'Ernesto Nayer Tumi-Figueroa']",https://arxiv.org/abs/2301.03587,['cs.LG'],"Submitted 8 January, 2023; 
      originally announced January 2023."
4894,Structural Attention-Based Recurrent Variational Autoencoder for Highway Vehicle Anomaly Detection,"['Neeloy Chakraborty', 'Aamir Hasan', 'Shuijing Liu', 'Tianchen Ji', 'Weihang Liang', 'D. Livingston McPherson', 'Katherine Driggs-Campbell']",https://arxiv.org/abs/2301.03634,['cs.RO'],"Submitted 23 February, 2023; v1 submitted 9 January, 2023;
      originally announced January 2023."
4895,On the Susceptibility and Robustness of Time Series Models through Adversarial Attack and Defense,"['Asadullah Hill Galib', 'Bidhan Bashyal']",https://arxiv.org/abs/2301.03703,"['cs.LG', 'cs.AI', 'cs.CR']","Submitted 9 January, 2023; 
      originally announced January 2023."
4896,Learning to Perceive in Deep Model-Free Reinforcement Learning,"['Gonçalo Querido', 'Alberto Sardinha', 'Francisco S. Melo']",https://arxiv.org/abs/2301.03730,"['cs.LG', 'cs.AI', 'cs.CV']","Submitted 12 January, 2023; v1 submitted 9 January, 2023;
      originally announced January 2023."
4897,ML-FEED: Machine Learning Framework for Efficient Exploit Detection,"['Tanujay Saha', 'Tamjid Al-Rahat', 'Najwa Aaraj', 'Yuan Tian', 'Niraj K. Jha']",https://arxiv.org/abs/2301.04314,['cs.CR'],"Submitted 6 March, 2023; v1 submitted 11 January, 2023;
      originally announced January 2023."
4898,Rethinking complex-valued deep neural networks for monaural speech enhancement,"['Haibin Wu', 'Ke Tan', 'Buye Xu', 'Anurag Kumar', 'Daniel Wong']",https://arxiv.org/abs/2301.04320,"['cs.SD', 'cs.LG', 'eess.AS']","Submitted 11 January, 2023; 
      originally announced January 2023."
4899,Deteksi Depresi dan Kecemasan Pengguna Twitter Menggunakan Bidirectional LSTM,"['Kuncahyo Setyo Nugroho', 'Ismail Akbar', 'Affi Nizar Suksmawati', 'Istiadi']",https://arxiv.org/abs/2301.04521,['cs.CL'],"Submitted 11 January, 2023; 
      originally announced January 2023."
4900,Real-time simulation of viscoelastic tissue behavior with physics-guided deep learning,"['Mohammad Karami', 'Hervé Lombaert', 'David Rivest-Hénault']",https://arxiv.org/abs/2301.04614,"['cs.LG', 'cond-mat.soft', 'physics.comp-ph', 'q-bio.TO']","Submitted 11 January, 2023; 
      originally announced January 2023."
4901,LiteLSTM Architecture Based on Weights Sharing for Recurrent Neural Networks,"['Nelly Elsayed', 'Zag ElSayed', 'Anthony S. Maida']",https://arxiv.org/abs/2301.04794,['cs.LG'],"Submitted 11 January, 2023; 
      originally announced January 2023."
4902,Explicit Context Integrated Recurrent Neural Network for Sensor Data Applications,"['Rashmi Dutta Baruah', 'Mario Muñoz Organero']",https://arxiv.org/abs/2301.05031,"['cs.LG', 'cs.AI', 'eess.SP']","Submitted 12 January, 2023; 
      originally announced January 2023."
4903,Evolve Path Tracer: Early Detection of Malicious Addresses in Cryptocurrency,"['Ling Cheng', 'Feida Zhu', 'Yong Wang', 'Ruicheng Liang', 'Huiwen Liu']",https://arxiv.org/abs/2301.05412,['cs.AI'],"Submitted 3 June, 2023; v1 submitted 13 January, 2023;
      originally announced January 2023."
4904,Stock market forecasting using DRAGAN and feature matching,"['Fateme Shahabi Nejad', 'Mohammad Mehdi Ebadzadeh']",https://arxiv.org/abs/2301.05693,['q-fin.ST'],"Submitted 6 January, 2023; 
      originally announced January 2023."
4905,Day-Ahead PV Power Forecasting Based on MSTL-TFT,"['Xuetao Jiang', 'Meiyu Jiang', 'Qingguo Zhou']",https://arxiv.org/abs/2301.05911,"['cs.LG', 'eess.SY']","Submitted 31 January, 2023; v1 submitted 14 January, 2023;
      originally announced January 2023."
4906,Hawk: An Industrial-strength Multi-label Document Classifier,['Arshad Javeed'],https://arxiv.org/abs/2301.06057,"['cs.CL', 'cs.LG']","Submitted 15 January, 2023; 
      originally announced January 2023."
4907,Risk-aware Vehicle Motion Planning Using Bayesian LSTM-Based Model Predictive Control,"['Yufei Huang', 'Mohsen A. Jafari']",https://arxiv.org/abs/2301.06201,"['cs.RO', 'eess.SY']","Submitted 15 January, 2023; 
      originally announced January 2023."
4908,First demonstration of neural sensing and control in a kilometer-scale gravitational wave observatory,"['Nikhil Mukund', 'James Lough', 'Aparna Bisht', 'Holger Wittel', 'Séverin Landry Nadji', 'Christoph Affeldt', 'Fabio Bergamin', 'Marc Brinkmann', 'Volker Kringel', 'Harald Lück', 'Michael Weinert', 'Karsten Danzmann']",https://arxiv.org/abs/2301.06221,"['physics.ins-det', 'astro-ph.IM']","Submitted 24 April, 2023; v1 submitted 15 January, 2023;
      originally announced January 2023."
4909,Predictive Modeling of Coronal Hole Areas Using Long Short-Term Memory Networks,['Juyoung Yun'],https://arxiv.org/abs/2301.06732,"['astro-ph.SR', 'astro-ph.EP', 'cs.LG', 'physics.space-ph']","Submitted 24 November, 2023; v1 submitted 17 January, 2023;
      originally announced January 2023."
4910,Distributed LSTM-Learning from Differentially Private Label Proportions,"['Timon Sachweh', 'Daniel Boiar', 'Thomas Liebig']",https://arxiv.org/abs/2301.07101,"['cs.LG', 'cs.AI', 'cs.CR']","Submitted 15 January, 2023; 
      originally announced January 2023."
4911,Compression of GPS Trajectories using Autoencoders,"['Michael Kölle', 'Steffen Illium', 'Carsten Hahn', 'Lorenz Schauer', 'Johannes Hutter', 'Claudia Linnhoff-Popien']",https://arxiv.org/abs/2301.07420,"['cs.LG', 'cs.AI']","Submitted 18 January, 2023; 
      originally announced January 2023."
4912,Brain Model State Space Reconstruction Using an LSTM Neural Network,"['Yueyang Liu', 'Artemio Soto-Breceda', 'Yun Zhao', 'Phillipa Karoly', 'Mark J. Cook', 'David B. Grayden', 'Daniel Schmidt', 'Levin Kuhlmann1']",https://arxiv.org/abs/2301.08391,"['cs.LG', 'cs.NE', 'q-bio.NC']","Submitted 19 January, 2023; 
      originally announced January 2023."
4913,Self-Organization Towards $1/f$ Noise in Deep Neural Networks,"['Nicholas Chong Jia Le', 'Ling Feng']",https://arxiv.org/abs/2301.08530,"['physics.data-an', 'cs.AI', 'nlin.AO']","Submitted 20 January, 2023; 
      originally announced January 2023."
4914,User Trajectory Prediction in Mobile Wireless Networks Using Quantum Reservoir Computing,"['Zoubeir Mlika', 'Soumaya Cherkaoui', 'Jean Frédéric Laprade', 'Simon Corbeil-Letourneau']",https://arxiv.org/abs/2301.08796,['cs.NI'],"Submitted 20 January, 2023; 
      originally announced January 2023."
4915,Soft Sensing Regression Model: from Sensor to Wafer Metrology Forecasting,"['Angzhi Fan', 'Yu Huang', 'Fei Xu', 'Sthitie Bom']",https://arxiv.org/abs/2301.08974,['cs.LG'],"Submitted 1 February, 2023; v1 submitted 21 January, 2023;
      originally announced January 2023."
